13037	Shohreh Aghdashloo	1952	-1	actress,producer,soundtrack
13116	Tom Agnello	-1	-1	cinematographer,camera_department,editor
13149	Robert Agnew	1899	1983	actor,soundtrack
13234	David Agosto	-1	-1	writer,director,editor
13396	Sergio Aguero	-1	-1	producer,executive
13583	Michael Aguilar	-1	-1	producer,executive
13651	Luis Aguilé	1936	2009	soundtrack,actor,writer
13761	Javier Aguirresarobe	1948	-1	cinematographer,camera_department,director
13878	Joe Ahearne	1963	-1	director,writer,producer
13889	Lloyd Ahern II	1942	-1	cinematographer,camera_department,director
13957	Marie Ahl	1950	-1	actress
13996	Eve Ahlert	-1	-1	writer,producer,actress
14062	Börje Ahlstedt	1939	-1	actor,director,soundtrack
14078	Sven Ahlström	1966	-1	actor
14087	Fauziah Ahmad Daud	1962	-1	actress
14101	Maher Ahmad	-1	-1	production_designer,art_department,art_director
14259	Heikki Ahola	-1	-1	editor,writer,director
14551	Kazuyuki Aijima	1961	-1	actor
14582	Liam Aiken	1990	-1	actor,camera_department
14654	Marja-Sisko Aimonen	1935	-1	actress,soundtrack
14960	Alexandre Aja	1978	-1	producer,director,writer
15196	Malin Akerman	1978	-1	actress,producer,soundtrack
15254	Akhenaton	1968	-1	composer,actor,soundtrack
15295	Zoya Akhtar	1972	-1	writer,producer,director
15382	Adewale Akinnuoye-Agbaje	1967	-1	actor,writer,director
15443	Malek Akkad	-1	-1	producer,director,miscellaneous
15611	Ryûnosuke Akutagawa	1892	1927	writer
15617	Jude Akuwudike	-1	-1	actor
15677	Hudhail Al-Amir	-1	-1	actor
15850	Ray Alchin	1941	1998	producer,director,editor
15924	Mari Devon	1959	-1	actress,miscellaneous
16092	Faruk Alatan	-1	-1	producer,executive
16227	Javier Albalá	1969	-1	actor,director,writer
16361	Edward Albee	1928	2016	writer,actor,miscellaneous
16428	Carles Alberola	1964	-1	writer,actor,director
16473	Arthur Albert	1946	-1	cinematographer,director,camera_department
16548	Marv Albert	1941	-1	actor
16603	Trevor Albert	-1	-1	producer,miscellaneous
16662	Maryse Alberti	1954	-1	cinematographer,camera_department,sound_department
16776	Jack Albertson	1907	1981	actor,soundtrack
16793	Karl-Otto Alberty	1933	-1	actor
16852	Francesc Albiol	1957	-1	actor
17013	Hardie Albright	1903	1975	actor,soundtrack
17305	Todd Alcott	1961	-1	writer,actor,director
17343	Damián Alcázar	1953	-1	actor,producer
17447	Steven Melching	1968	-1	writer,producer,miscellaneous
17450	Charles Bernstein	1943	-1	composer,music_department,soundtrack
17585	Kristen Alderson	1991	-1	actress,soundtrack
17690	Matthew Aldrich	-1	-1	writer,actor,producer
17703	William Aldrich	1944	2006	producer,actor,miscellaneous
18132	Lisa Azuelos	1965	-1	writer,producer,director
18166	Carlos D'Alessio	1935	1992	composer,soundtrack
18485	Jane Alexander	1973	-1	actress,sound_department,miscellaneous
18515	John Alexander	-1	-1	actor,miscellaneous,special_effects
18558	Kirk Alexander	-1	-1	actor
18573	Les Alexander	-1	-1	producer,writer,executive
18630	Michele Alexander	-1	-1	writer
18735	Scott Alexander	1963	-1	writer,producer,director
18755	Stan Alexander	-1	-1	actor
18777	Terry Alexander	1947	-1	actor
18824	Danielle Alexandra	-1	-1	writer,producer
19242	Daniel Alfredson	1959	-1	producer,director,assistant_director
19247	Tomas Alfredson	1965	-1	director,music_department,writer
19282	James Algar	1912	1998	director,writer,producer
19336	Stéphane Algoud	-1	-1	actor
19706	Joan Alison	1902	1992	writer
19858	Stephanie Allain	1959	-1	producer,actress,camera_department
19940	Jack Allan	1931	-1	actor
19950	Jed Allan	1935	-1	actor
20178	Tony Alleff	-1	2005	actor
20329	Brittany Allen	1986	-1	actress,writer,producer
20431	David E. Allen	1962	-1	producer,actor,assistant_director
20441	Dede Allen	1923	2010	editor,producer,miscellaneous
20555	Gracie Allen	1895	1964	actress,soundtrack
20717	Keith Allen	1953	-1	actor,soundtrack,director
20739	Krista Allen	1971	-1	actress
20820	Matt Allen	-1	-1	writer,assistant_director,art_department
20897	Penelope Allen	-1	-1	actress,miscellaneous
20901	Peter Allen	-1	-1	writer,director,producer
20918	R.S. Allen	1924	1981	writer,producer
21065	Stanford C. Allen	-1	-1	editor,editorial_department,production_manager
21079	Stuart Allen	1931	-1	producer,director
21201	Salvador Allende	1908	1973	
21249	Roger Allers	1949	-1	writer,art_department,director
21363	Michael Allin	1944	-1	writer
21373	Morgan Alling	1968	-1	actor,miscellaneous,director
21437	Fran Allison	1907	1989	actress,soundtrack
21655	Pernilla Allwin	1970	-1	actress
21656	Wayne Allwine	1947	2009	actor,sound_department,soundtrack
21835	Joaquim de Almeida	1957	-1	actor,producer
21948	Agustín Almodóvar	-1	-1	producer,actor,assistant_director
21977	Peter O. Almond	-1	-1	producer,actor,writer
22161	Daniella Alonso	1978	-1	actress,producer,director
22261	Pedro Alonso	1972	-1	actor
22397	Craig Alpert	-1	-1	editor,editorial_department,visual_effects
22496	Mikael Alsberg	1948	-1	actor
22540	Russ T. Alsobrook	1946	-1	cinematographer,director,camera_department
22709	Steve Alten	1959	-1	writer,miscellaneous
22767	Idan Alterman	1971	-1	actor,director,writer
22768	Kent Alterman	-1	-1	producer,director,actor
22821	Elena Altieri	1910	1997	actress
22883	Bruce Altman	1955	-1	actor
23000	Ed Alton	-1	-1	composer,music_department,soundtrack
23231	Alvin Alvarez	1989	-1	actor
23297	Matt Alvarez	-1	-1	producer,miscellaneous
23315	Rick Alvarez	-1	-1	producer,writer,miscellaneous
23355	Christian Alvart	1974	-1	director,writer,producer
23398	Timothy Alverson	1964	-1	editor,editorial_department,miscellaneous
23522	Sofia Alves	1973	-1	actress
23538	Vítor Alves	-1	-1	
23832	Mathieu Amalric	1965	-1	actor,director,writer
24120	Rod Amateau	1923	2003	producer,director,writer
24155	Giuseppe Amato	1899	1964	producer,writer,director
24425	Tangie Ambrose	-1	-1	actress
24464	Arturo Ambrosio	1870	1960	producer,director,production_manager
24475	Scott Ambrozy	-1	-1	assistant_director,miscellaneous,cinematographer
24593	Tony Amendola	1951	-1	actor,soundtrack
24622	Alejandro Amenábar	1972	-1	writer,director,composer
24628	Nicholas Amer	1923	-1	actor
24718	Jonathan Ames	-1	-1	writer,producer,music_department
24887	Santiago Amigorena	1962	-1	writer,producer,director
24909	Mark Amin	-1	-1	producer,writer,director
24912	Shimit Amin	-1	-1	editorial_department,sound_department,editor
24925	Hossein Amini	1966	-1	writer,producer,director
24930	Tetsurô Amino	1955	-1	director,art_department,writer
25134	Francesco Amodio	1868	1937	actor
25371	David Amram	1930	-1	composer,music_department,soundtrack
25416	Lena Amsel	1898	1929	actress
25464	Michael Amundsen	-1	-1	editor,editorial_department,writer
25465	Mitchell Amundsen	1958	-1	camera_department,cinematographer,miscellaneous
25627	Tinnu Anand	1953	-1	actor,director,writer
25745	Elena Anaya	1975	-1	actress,soundtrack,casting_director
25978	Allison Anders	1954	-1	director,writer,producer
26153	Hans Christian Andersen	1805	1875	writer,soundtrack
26364	Anthony Anderson	1970	-1	actor,producer,soundtrack
26378	Arthur Anderson	-1	-1	assistant_director,director,producer
26416	Bill Anderson	1937	-1	soundtrack,actor
26442	Brad Anderson	1964	-1	director,producer,writer
26460	Brooke Anderson	1981	-1	actress,producer,assistant_director
26533	Cletus Anderson	1938	2007	production_designer,actor,special_effects
26565	Darla K. Anderson	-1	-1	producer,visual_effects,miscellaneous
26621	Devon Anderson	1987	-1	actor
26755	Gerry Anderson	1929	2012	writer,producer,director
26853	Jamie Anderson	-1	-1	cinematographer,camera_department,actor
26876	Jean Anderson	1907	2001	actress
26879	Jeff Anderson	1970	-1	actor,director,writer
27011	Ken Anderson	1909	1993	animation_department,writer,art_department
27173	Maxwell Anderson	1888	1959	writer,soundtrack,music_department
27177	Melissa Anderson	1982	-1	actress
27271	Paul W.S. Anderson	1965	-1	writer,producer,director
27297	Pippa Anderson	-1	-1	miscellaneous,editor,production_manager
27459	Stephen J. Anderson	1970	-1	director,animation_department,actor
27572	Wes Anderson	1969	-1	writer,director,producer
27576	Wil Anderson	1974	-1	producer,writer
27630	Benny Andersson	1946	-1	soundtrack,composer,music_department
27683	Harriet Andersson	1932	-1	actress,soundtrack
27800	Peter Andersson	1953	-1	actor
28171	Peter Andre	1973	-1	soundtrack,actor,music_department
28470	Anne Andreu	1939	-1	director,writer,producer
28548	Janet Andrewartha	1952	-1	actress
28636	Del Andrews	1894	1942	director,writer,editor
28690	Jason Andrews	-1	-1	actor
28764	Mark Andrews	1968	-1	art_department,writer,miscellaneous
28787	Michael Andrews	-1	-1	music_department,composer,soundtrack
28835	Rusty Andrews	-1	-1	composer,music_department
28870	Thea Andrews	-1	-1	actress,writer,producer
29125	Mark Andrus	-1	-1	writer
29158	Leonard Andrzejewski	1924	1997	actor
29278	Ángel de Andrés López	1951	2016	actor
29400	Michael Angarano	1987	-1	actor,director,writer
29437	Barry Angel	1962	-1	actor
29460	Jack Angel	1930	-1	actor,miscellaneous
29502	Vanessa Angel	1966	-1	actress,executive
29513	Giannis Angelakas	1959	-1	composer,actor,soundtrack
29562	Ray Angelic	-1	-1	producer,production_manager,miscellaneous
29801	Jeremy Angerson	1973	-1	actor,director,writer
30100	John Aniston	1933	-1	actor
30188	Etti Ankri	1963	-1	actress,soundtrack,composer
30214	Julia Ann	1969	-1	actress,make_up_department,writer
30253	Graham Annable	-1	-1	animation_department,director,art_department
30365	Paul Annett	1937	2017	director,producer,writer
30384	Gianfranco Annichini	-1	-1	editor,writer,cinematographer
30417	Hideaki Anno	1960	-1	director,art_department,writer
30420	Takashi Annô	-1	-1	director,art_department,assistant_director
30423	Richard J. Anobile	1957	-1	production_manager,producer,editorial_department
30447	Takashi Andô	-1	-1	director,art_department,producer
30572	Julie Ansell	-1	-1	miscellaneous,producer
30615	Tony Anselmo	1960	-1	actor,animation_department,soundtrack
30663	Jay Anson	1921	1980	writer,director
30735	Nimród Antal	1973	-1	director,actor,writer
30950	Mark Anthony	1970	-1	actor,director,camera_department
30992	Reed Anthony	-1	-1	actor,stunts,miscellaneous
31078	Steve Antin	1958	-1	actor,writer,producer
31137	Ayesha Antoine	1981	-1	actress,writer
31201	George Anton	1965	-1	actor
31277	Giovanna Antonelli	1976	-1	actress,producer,soundtrack
31697	Tariq Anwar	1945	-1	editor,editorial_department,assistant_director
31715	Fumitaka Anzai	1958	-1	composer,soundtrack
31976	Judd Apatow	1967	-1	producer,writer,director
32227	Josh Appelbaum	-1	-1	producer,writer,camera_department
32310	Catherine Apple	-1	-1	sound_department,editor,editorial_department
32314	Jeff Apple	1954	-1	producer,miscellaneous
32343	Bridget Appleby	-1	-1	art_director,art_department,writer
32669	Shamim Ara	1938	2016	actress,director,producer
32696	Avi Arad	1948	-1	producer,writer,music_department
33005	Vicente Aranda	1926	2015	director,writer,actor
33096	Daniel Aranyó	1973	-1	cinematographer,camera_department,director
33153	David Arata	-1	-1	writer,producer
33312	Taís Araújo	1978	-1	actress,soundtrack
33490	Franco Arcalli	1929	1978	editor,writer,actor
33520	Lluís Arcarazo	-1	-1	writer,producer,director
33578	Jeff Arch	1954	-1	writer,producer,director
33658	Ernest Archer	1910	1990	art_director,art_department,production_designer
33703	Mark Kulkis	-1	-1	producer,director,writer
33917	Paul Ardaji	-1	-1	producer
33983	Jan Arden	-1	-1	
34309	Geoffrey Arend	1978	-1	actor,soundtrack,writer
34390	Niels Arestrup	1949	-1	actor,writer,director
34464	Douglas Argent	1921	2010	producer,director,actor
34483	Claudio Argento	1943	-1	producer,writer,miscellaneous
34695	Inocencio Arias	1940	-1	actor
34733	Yancey Arias	1971	-1	actor,producer,director
34847	Paloma Arimón	-1	-1	actress
34998	Jon Ariño	-1	-1	actor
35060	Adam Arkin	1956	-1	actor,director,producer
35082	Murat Arkin	1975	-1	actor
35514	Richard Armitage	1971	-1	actor,soundtrack
35605	Alun Armstrong	1946	-1	actor,soundtrack
35626	Billie Joe Armstrong	1972	-1	soundtrack,composer,actor
35661	Craig Armstrong	1959	-1	soundtrack,composer,music_department
35676	Dean Armstrong	1973	-1	miscellaneous,director,actor
35749	Jerome Armstrong	-1	-1	writer
35790	Lance Armstrong	1971	-1	actor,miscellaneous
35877	Robert Armstrong	1890	1973	actor,soundtrack
35899	Samuel Armstrong	1893	1976	director,animation_department,writer
35905	Scot Armstrong	1970	-1	producer,writer,director
35956	Lisa Armytage	-1	-1	actress
36109	Lucie Arnaz	1951	-1	actress,soundtrack,producer
36155	Stefan Arndt	1961	-1	producer,actor,executive
36349	Andrea Arnold	1961	-1	actress,writer,director
36366	Bonnie Arnold	-1	-1	producer,miscellaneous,production_manager
36427	Edward Arnold	1890	1956	actor,soundtrack
36441	Frank Arnold	1938	-1	director,producer
36582	Newt Arnold	1922	2000	assistant_director,actor,writer
36641	Susan Arnold	-1	-1	casting_director,producer,casting_department
36670	William Arnold	-1	-1	production_designer,art_director,art_department
36714	David Arnott	-1	-1	actor,miscellaneous,writer
36950	Lee Aronsohn	1952	-1	writer,producer,music_department
36962	Eric Aronson	-1	-1	writer
36981	Letty Aronson	1943	-1	producer
37047	João Arouca	1950	-1	actor
37097	Giovanni Arpino	1927	1987	writer
37247	Guillermo Arriaga	1958	-1	writer,producer,director
37410	Karina Arroyave	1969	-1	actress
37414	Alberto Arroyo	1894	-1	cinematographer,editor,camera_department
37520	Richard Arsenault	-1	-1	editor,director,writer
37600	Askin Arsunan	-1	-1	composer
37708	Miguel Arteta	1965	-1	director,producer,miscellaneous
37717	Joseph Arthur	1972	-1	soundtrack,composer,actor
37954	Laurent Artufel	-1	-1	actor,writer
38317	Mayumi Asaka	1955	-1	actress
38355	Tadanobu Asano	1973	-1	actor,director,composer
38432	Kelly Asbury	1960	-1	art_department,animation_department,director
38585	Miguel Asensio Llamas	1967	-1	producer,production_manager,production_designer
38680	Ashanti	1980	-1	actress,soundtrack,producer
38733	Jeff Ashby	1936	-1	actor,producer,writer
38918	Kate Ashfield	1972	-1	actress,writer,producer
38932	Matthew Ashford	1960	-1	actor,producer,writer
38978	Akiko Ashizawa	-1	-1	cinematographer,camera_department
38988	Lior Ashkenazi	1969	-1	actor
39141	Howard Ashman	1950	1991	soundtrack,music_department,writer
39162	Shawn Ashmore	1979	-1	actor,producer
39226	John Ashton	1948	-1	actor,soundtrack
39576	Peter Asmussen	1957	2016	writer
39911	António Assunção	1945	1998	actor
39982	Virginie Aster	-1	-1	actress
40014	John Astin	1930	-1	actor,director,soundtrack
40022	Tom J. Astle	1960	-1	writer,producer,miscellaneous
40120	Joshua Astrachan	-1	-1	producer,actor
40148	Evan Astrowsky	-1	-1	producer,actor,writer
40181	Anat Asulin	1966	-1	producer,writer
40217	Tim Atack	1959	-1	composer,soundtrack,music_department
40460	Howard Atherton	1947	-1	cinematographer,camera_department
40472	William Atherton	1947	-1	actor,soundtrack,producer
40586	Eileen Atkins	1934	-1	actress,miscellaneous,writer
40596	George Atkins	1929	-1	writer,actor
40739	Jayne Atkinson	1959	-1	actress,producer
40939	Yvan Attal	1965	-1	actor,director,writer
41066	Antonella Attili	1963	-1	actress,production_manager
41101	Rashid Attre	1919	1967	composer,soundtrack,music_department
41161	Philip G. Atwell	-1	-1	director,assistant_director,producer
41165	Roy Atwell	1878	1962	actor,soundtrack,writer
41281	Rene Auberjonois	1940	-1	actor,director,soundtrack
41447	Kim Aubry	-1	-1	producer,production_manager,director
41474	Frédéric Auburtin	1962	-1	assistant_director,director,actor
41598	Eleanor Audley	1905	1991	actress,soundtrack,miscellaneous
41656	Carl Auen	1892	1972	actor
41765	Dorothy Aufiero	-1	-1	production_manager,producer,miscellaneous
41852	Amadeus August	1942	1992	actor
41864	John August	1970	-1	writer,producer,soundtrack
42006	Scott Aukerman	1970	-1	writer,producer,actor
42056	Curnal Achilles Aulisio	-1	-1	producer,actor,director
42317	Albert Austin	1882	1953	actor,writer,director
42520	Stephanie Austin	-1	-1	producer,miscellaneous,production_manager
42661	Martyn Auty	1951	-1	producer,writer,miscellaneous
42882	Elizabeth Avellan	1960	-1	producer,actress,animation_department
42992	Scott Aversano	1970	-1	producer
42998	Lloyd Avery II	1969	2005	actor,miscellaneous
43007	Belle Avery	-1	-1	producer,actress,writer
43233	Oren Aviv	1961	-1	producer,writer
43396	Keiko Awaji	1933	2014	actress
43480	George Axelrod	1922	2003	writer,producer,director
43483	Irving Axelrad	1915	1998	producer
43704	Nicki Aycox	1975	-1	actress
43724	Turgay Aydin	-1	-1	actor
43742	David Ayer	1968	-1	writer,director,producer
43994	Leah Ayres	1957	-1	actress
44073	Lubna Azabal	-1	-1	actress
44300	Rutkay Aziz	1947	-1	actor
44363	Irving Azoff	-1	-1	producer,manager,miscellaneous
44430	Irene Azuela	-1	-1	actress,producer
44545	Pierre Aïm	-1	-1	cinematographer,camera_department,actor
44762	Obba Babatundé	1951	-1	actor,director,producer
44930	Mirko Babic	1948	-1	actor
45048	Toma Babovic	-1	-1	composer
45202	Joaquín Baca-Asay	1969	-1	cinematographer,camera_department,producer
45209	Michael Bacall	1973	-1	actor,writer,soundtrack
45301	Danilo Bach	1944	-1	writer,producer
45379	Dian Bachar	1970	-1	actor,producer,director
45522	Scott Wyatt Bachmann	-1	-1	editorial_department,producer,editor
45580	Ryszard Bacciarelli	1928	-1	actor
45689	Asta Backman	1917	2010	actress
45813	Nick Bacon	-1	-1	camera_department,actor
45827	Russell Bacon	-1	-1	cinematographer,camera_department,director
45927	Bill Badalato	1940	-1	producer,production_manager,writer
45937	Michael Badalucco	1954	-1	actor,art_department,producer
46004	Klaus Badelt	1967	-1	composer,music_department,soundtrack
46033	Diedrich Bader	1966	-1	actor,soundtrack,producer
46112	Penn Badgley	1986	-1	actor,producer
46277	Doona Bae	1979	-1	actress
46524	Anthony Bagarozzi	-1	-1	writer,producer,director
46534	Ivan Bagaev	-1	-1	cinematographer,camera_department
46559	Ross Bagdasarian Jr.	1949	-1	actor,producer,music_department
46564	Ross Bagdasarian	1919	1972	soundtrack,actor,writer
46806	Sarah Bagshaw	-1	-1	writer,miscellaneous
46825	Marcus Bagwell	1970	-1	actor
46943	Fax Bahr	-1	-1	writer,producer,miscellaneous
46983	Wolfgang Bahro	1960	-1	actor
47102	Sabine Bail	-1	-1	actress
47248	Eion Bailey	1976	-1	actor,producer,director
47265	G.W. Bailey	1944	-1	actor,soundtrack
47289	Jack Bailey	1907	1980	actor,soundtrack
47317	Joel Bailey	1953	-1	producer,writer,actor
47419	Miranda Bailey	1977	-1	producer,actress,director
47440	Pearl Bailey	1918	1990	soundtrack,actress
47489	Sean Bailey	1970	-1	producer,writer,executive
47685	Barnet Bain	-1	-1	producer,writer,director
47699	Conrad Bain	1923	2013	actor,soundtrack
47787	Julie Baines	-1	-1	producer,miscellaneous
47800	Beulah Bains	1905	1930	actress
47914	Richard Baird	-1	-1	actor
47916	Robert L. Baird	-1	-1	writer,producer,miscellaneous
47962	Chieko Baishô	1941	-1	actress,soundtrack
48040	Rados Bajic	1953	-1	actor,writer,director
48075	Manoj Bajpayee	1969	-1	actor,producer,music_department
48169	Nick Bakay	1959	-1	actor,producer,writer
48260	Betsy Baker	1955	-1	actress,miscellaneous,producer
48276	Bob Baker	1939	-1	writer,miscellaneous,producer
48336	Christopher James Baker	-1	-1	actor,writer,producer
48346	Colin Baker	1943	-1	actor,writer
48364	Danny Baker	1957	-1	writer,producer,actor
48389	Dee Bradley Baker	1962	-1	actor,soundtrack,miscellaneous
48414	Dylan Baker	1959	-1	actor,director,producer
48589	Joe Baker	1928	2001	actor,writer
48798	Nellie Bly Baker	1893	1984	actress,miscellaneous
48866	Richard John Baker	1949	-1	composer,music_department,sound_department
48918	Sean Baker	1971	-1	writer,producer,director
48932	Simon Baker	1969	-1	actor,producer,director
49026	Zene Baker	-1	-1	editor,editorial_department,actor
49302	Ranibala	-1	1956	actress,music_department
49371	Jaume Balagueró	1968	-1	writer,director,producer
49633	Kyle Balda	1971	-1	director,animation_department,visual_effects
49689	John Baldecchi	-1	-1	producer,actor,executive
49721	John L. Balderston	1889	1954	writer
49920	Howard Baldwin	-1	-1	producer
49945	Karen Elise Baldwin	1964	-1	producer,actress,writer
50107	César Balestra	-1	-1	producer,editor
50156	Eric Balfour	1977	-1	actor,producer,director
50276	Jeff Balis	1975	-1	producer,miscellaneous,director
50332	Alan Ball	1957	-1	producer,writer,miscellaneous
50337	Angeline Ball	1969	-1	actress,soundtrack,miscellaneous
50398	John Ball	1911	1988	writer,miscellaneous
50541	Jason Ballantine	1970	-1	editor,editorial_department,visual_effects
50563	Linda Ballantyne	1964	-1	actress
50618	J.G. Ballard	1930	2009	writer,actor
50832	Florian Ballhaus	1965	-1	cinematographer,camera_department,miscellaneous
50883	Steve Ballmer	1956	-1	executive
50959	Pedro Pascal	1975	-1	actor
50975	Timothy Balme	-1	-1	actor,writer,miscellaneous
51166	Ali Taner Baltaci	-1	-1	director,writer,assistant_director
51282	Aleksandr Baluev	1958	-1	actor
51509	Eric Bana	1968	-1	actor,writer,producer
51529	Orna Banai	1966	-1	actress,writer,soundtrack
51643	Tony Bancroft	1967	-1	animation_department,director,miscellaneous
51676	Dvir Benedek	1969	-1	actor,writer,soundtrack
51720	Paul Bandey	-1	-1	actor
51862	Lisa Banes	1955	-1	actress
51868	Enrique Banet	1941	-1	cinematographer,writer,director
51935	Pål Bang-Hansen	1937	2010	director,actor,writer
51939	Thomas Bangalter	1975	-1	soundtrack,composer,actor
52023	Donatas Banionis	1924	2014	actor
52108	Brian Banks	1955	-1	composer,production_manager,music_department
52166	Harry Banks	-1	-1	production_designer,art_department
52186	Jonathan Banks	1947	-1	actor,writer,producer
52328	Durgadas Bannerjee	1893	1943	actor
52442	Stephen K. Bannon	1953	-1	producer,director,writer
52520	Milt Banta	1908	1959	writer,animation_department
52964	Steve Barancik	1961	-1	writer
53070	Andrea Barata Ribeiro	-1	-1	producer,actress
53083	Diane Baratier	-1	-1	cinematographer,camera_department,director
53205	Mariangela Barbanente	-1	-1	miscellaneous,writer,director
53228	Ernie Barbarash	-1	-1	director,producer,writer
53335	Butch Barbella	-1	-1	music_department,composer
53388	Gary Barber	-1	-1	producer
53484	Joseph Barbera	1911	2006	producer,director,writer
53867	Steve Barbro	-1	-1	actor
54087	Roger Barclay	-1	-1	actor
54114	John Barcroft	1936	2013	actor
54391	Jason Winn 'J.B. Destiny' Bareford	-1	-1	actor,producer,miscellaneous
54397	Arija Bareikis	1966	-1	actress
54621	Alessandro Baricco	1958	-1	writer,director,actor
54667	Pierre Barillet	1923	-1	writer,actor
54697	Ike Barinholtz	1977	-1	actor,producer,writer
54879	Eric Barker	1912	1990	actor,writer
54917	Johnny Barker	-1	-1	actor,soundtrack
54996	Sue Barker	1956	-1	actress
55047	Haskell Barkin	1933	2013	miscellaneous,writer
55261	Lou Barlow	1966	-1	soundtrack,composer,music_department
55431	Michael Barnathan	-1	-1	producer,production_manager,miscellaneous
55549	Christopher Daniel Barnes	1972	-1	actor,soundtrack
55601	Gaylene Barnes	-1	-1	editor,producer,production_designer
55717	Nicky Kentish Barnes	-1	-1	producer,production_manager,miscellaneous
55937	Kevin Barnett	-1	-1	writer,producer,actor
56002	Alan Barnette	-1	-1	producer
56187	Sacha Baron Cohen	1971	-1	actor,writer,producer
56205	Caroline Baron	-1	-1	producer,production_manager,miscellaneous
56231	Erwin Baron	-1	-1	actor,director,writer
56236	Fred Baron	-1	-1	producer,miscellaneous,assistant_director
56283	Michael Lee Baron	-1	-1	stunts,producer,actor
56367	Michael Barone	-1	-1	
56477	Byron Barr	1917	1966	actor
56530	Julia Barr	1949	-1	actress
56532	Kathleen Barr	1967	-1	actress,soundtrack
56550	Nathan Barr	-1	-1	composer,soundtrack,music_department
56618	Roy Barraclough	1935	2017	actor,writer
56686	María Barranco	1961	-1	actress,soundtrack
56974	Tim Barrett	1929	1990	actor,soundtrack
57150	Jacinda Barrett	1972	-1	actress
57187	K.K. Barrett	-1	-1	production_designer,art_director,actor
57221	Mark Barrett	-1	-1	actor
57321	Bill Barretta	1964	-1	actor,producer,soundtrack
57368	Chris Barrie	1960	-1	actor,miscellaneous,writer
57381	J.M. Barrie	1860	1937	writer,actor,soundtrack
57398	Michael Barrie	-1	-1	writer,miscellaneous,producer
57567	Chuck Barris	1929	2017	producer,soundtrack,writer
57623	Ghislain Barrois	-1	-1	producer,executive
57655	David Barron	1954	-1	producer,production_manager,location_management
57729	Todd Barron	-1	-1	camera_department,cinematographer,miscellaneous
57742	Alexandre Barros	-1	-1	actor
57845	Bernard Barrow	1927	1993	actor
57856	Geoff Barrow	1971	-1	soundtrack,composer,music_department
58045	John Barry	1935	1979	production_designer,art_department,art_director
58098	Michael Barry	-1	-1	cinematographer,camera_department
58129	Philip Barry	1896	1949	writer
58279	Judith Barsi	1978	1988	actress
58302	Peter Barsocchini	-1	-1	writer,producer,miscellaneous
58372	Roger Bart	1962	-1	actor,soundtrack
58581	Justin Bartha	1978	-1	actor,producer,miscellaneous
58826	Hall Bartlett	1922	1993	producer,writer,director
59030	Luigi Bartolini	1892	1963	writer
59242	Roger Barton	-1	-1	editor,editorial_department,actor
59431	Jay Baruchel	1982	-1	actor,writer,director
59483	Tony Barwick	-1	-1	miscellaneous,writer
59493	Hal Barwood	1940	-1	writer,director,producer
59654	David Alan Basche	1968	-1	actor,director,producer
59800	Aleksandr Bashirov	1955	-1	actor,writer,director
59824	Senad Basic	1962	-1	actor,art_director
59934	James Baskett	1904	1948	actor,soundtrack
59946	Elya Baskin	1950	-1	actor,miscellaneous
60103	Ronald Bass	1942	-1	writer,producer,actor
60167	Elsa Bassermann	1878	1961	actress,writer
60565	Ana Bastos	1965	-1	actress,make_up_department
60631	Miroslaw Baszak	-1	-1	cinematographer,camera_department,director
60760	Janet Scott Batchler	1956	-1	writer,director
60761	Lee Batchler	1950	-1	writer,producer
60915	Harry Bates	1900	1981	writer
60931	Jeanne Bates	1918	2007	actress
60988	Michael Bates	1920	1978	actor
60990	Michael Bates	-1	-1	actor
61003	Paul Bates	-1	-1	actor
61045	Tyler Bates	1965	-1	composer,soundtrack,music_department
61106	Robert Bathurst	1957	-1	actor,soundtrack
61190	Javier Batiz	-1	-1	actor,music_department,composer
61337	Joe Batteer	-1	-1	writer,producer,editor
61569	Don Battye	1938	2016	producer,music_department,writer
61829	Hans Bauer	-1	-1	writer,producer
62071	Carol Baum	-1	-1	producer,executive
62328	Alan Baumgarten	1957	-1	editor,editorial_department,sound_department
62332	Craig Baumgarten	1949	-1	producer,manager,actor
62373	Robby Baumgartner	1962	-1	camera_department,cinematographer
62492	Christian Baute	1971	-1	producer,executive
62609	Nina Bawden	1925	2012	writer
62636	Helen Baxendale	1970	-1	actress,producer
62813	Ronnie Baxter	1931	-1	producer,director
62844	Frances Bay	1919	2011	actress
63165	Peter Baynham	-1	-1	writer,actor,producer
63215	Carter Bays	1975	-1	writer,producer,music_department
63414	Roque Baños	1968	-1	composer,music_department,soundtrack
63440	Adam Beach	1972	-1	actor,producer,composer
63473	Jim Beach	-1	-1	producer,actor,miscellaneous
63571	Kate Beahan	1974	-1	actress,assistant_director,miscellaneous
63583	John Beaird	1953	1993	writer,producer,miscellaneous
63618	Jeff Beal	1963	-1	composer,music_department,soundtrack
63764	Adrian Bean	-1	-1	director,writer
63800	Noah Bean	1978	-1	actor,director,editor
63856	Rhet Bear	-1	-1	cinematographer,camera_department,producer
63872	Adrien Beard	-1	-1	art_department,producer,actor
63947	Tom Beard	1965	2015	actor
63973	Chris Boardman	1954	-1	music_department,composer,soundtrack
64057	William S. Beasley	-1	-1	assistant_director,producer,production_manager
64106	Jesse Beaton	-1	-1	producer,actress
64179	Scott Beattie	-1	-1	visual_effects,animation_department,cinematographer
64181	Stuart Beattie	-1	-1	writer,director,producer
